prj_id,mst_pr,dup_pr,idn_cmt
183,6264,6154,4637240
183,5667,5486,4635149
3905191,6037,5997,4986961
3905191,6419,5884,4985390
3905191,2366,2359,4995865
3905191,8677,8436,4977210
3905191,3184,3180,4994149
3905191,8635,7272,4982181
3905191,4311,4294,4991454
3905191,5004,4051,4990013
3905191,1539,1249,4999016
3905191,7326,3913,4992519
3905191,5449,5444,4988879
3905191,6657,6591,4984993
3905191,938,830,5000156
3905191,4789,4786,4990444
3905191,8647,8328,4976125
3905191,1894,1366,4997087
3905191,7621,6893,4983720
3905191,6046,5264,4989430
3905191,5753,5099,4989835
3905191,9465,7725,4980430
3905191,5374,5257,4989144
3905191,5714,5398,4989053
3905191,5391,5009,4990005
3905191,3281,2549,4995434
3905191,7515,7081,4983019
3905191,1221,760,4999124
3905191,8678,8648,4975993
3905191,2121,1301,4996477
3905191,5236,5220,4989488
3905191,8945,8939,4975051
3905191,5961,5960,4987172
3905191,8764,8655,4975676
3905191,9385,5718,4988111
3905191,3950,3949,4992359
3905191,2512,2511,4995551
3905191,722,703,5000607
3905191,5361,3885,4992555
3905191,6059,5651,4988338
3905191,8106,8101,4978416
3905191,3371,3370,4993798
3905191,7090,144,4982950
3905191,1264,1072,4999433
3905191,3663,3508,4993574
3905191,6354,6337,4985810
3905191,3589,3533,4993535
3905191,1539,1240,4999044
3905191,4221,4220,4991612
3905191,698,696,5000621
3905191,9935,9933,4972480
3905191,2114,1301,4996492
3905191,4561,4463,4991113
3905191,520,510,5001116
3905191,8112,8101,4978440
3905191,8259,8179,4978062
3905191,5714,5613,4988412
3905191,8112,8106,4978418
3905191,8109,8106,4978411
3905191,2159,2156,4996400
3905191,4164,4150,4991789
3905191,6502,6148,4985171
3905191,7471,6461,4981473
3905191,6958,6744,4984351
3905191,9083,9070,4974636
3905191,3405,3282,4993988
3905191,6745,6710,4984348
3905191,8612,7402,4981699
3905191,2172,1912,4996364
3905191,7819,4344,4980228
3905191,5907,1510,4987364
3905191,5615,5602,4988409
3905191,6135,6121,4986546
3905191,4157,2263,4996147
3905191,8757,8648,4976124
3905191,3737,3566,4993420
5219,6582,6376,5233803
5219,3181,2632,5197461
5219,3574,1176,5204183
5219,5835,5771,5228926
5219,3125,2694,5196740
5219,6337,6332,5232212
5219,5366,5127,5225277
5219,7390,7229,5239546
5219,7819,6077,5245908
5219,6057,6041,5230194
5219,7825,6307,5232120
5219,6436,6431,5233003
5219,7261,6028,5230044
5219,7015,5900,5229279
5219,5297,5277,5224530
5219,3735,2979,5195245
5219,4852,2263,5186349
5219,7350,5393,5225618
5219,8438,4354,5215251
5219,7011,7009,5237585
5219,6712,6505,5233392
5219,1961,1787,5181856
5219,6874,2616,5190946
5219,5295,1348,5176121
5219,8658,4494,5216356
5219,5951,5874,5229559
5219,6692,5762,5235107
5219,7350,7312,5240371
5219,6720,6666,5235832
5219,4205,3907,5212989
5219,6307,5642,5232116
5219,6087,5513,5226959
5219,3306,1714,5179832
5219,5152,4845,5219624
5219,7026,1742,5180201
5219,2948,2199,5194794
5219,4802,4182,5212752
5219,5378,5348,5225587
5219,5784,2073,5183511
5219,3877,1867,5208188
5219,6586,3638,5204987
5219,4852,2557,5189911
5219,8658,8436,5251481
5219,6717,1939,5235782
5219,6841,5064,5221329
5219,4308,4087,5214840
5219,5420,5008,5225942
5219,5607,5577,5227532
5219,7978,7902,5247569
5219,6429,4567,5216894
5219,3531,3463,5202793
5219,3432,3236,5198401
5219,6313,5372,5232129
5219,7776,7775,5245522
5219,6671,5366,5225278
5219,3861,3859,5208055
5219,7374,5836,5228927
5219,311,296,5165454
5219,4493,4467,5216345
5219,4802,4175,5212708
5219,3760,3655,5205203
5219,7541,6176,5231395
5219,8143,7986,5249726
5219,5718,5712,5228262
5219,6671,5127,5221932
5219,3735,3310,5200803
5219,4802,1292,5175739
5219,8518,8517,5251930
